URLLength,DomainLength,CharContinuationRate,TLDLegitimateProb,URLCharProb,HasObfuscation,ObfuscationRatio,NoOfLettersInURL,NoOfDegitsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,SpacialCharRatioInURL,IsHTTPS,raw_entropy_url,raw_path_length,raw_query_length,raw_subdomain_count,raw_has_at_symbol,raw_has_ip_host,raw_suspicious_token_hits,is_phishing,label_name
27,20.0,1.0,0.0799628,0.064491134,0.0,0.0,14.0,0.0,0.0,0.0,0.037,1.0,3.4464393446710155,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
20,13.0,1.0,0.5229071,0.055131169,0.0,0.0,5.0,2.0,0.0,0.0,0.05,1.0,3.0269868333592873,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
26,19.0,1.0,0.5229071,0.055714659,0.0,0.0,13.0,0.0,0.0,0.0,0.038,1.0,3.6818808028034016,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
24,17.0,1.0,0.5229071,0.053754992,0.0,0.0,11.0,0.0,0.0,0.0,0.042,1.0,3.5724694587701356,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
20,13.0,1.0,0.0015878,0.061203697,0.0,0.0,7.0,0.0,0.0,0.0,0.05,1.0,3.0269868333592873,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
21,14.0,1.0,0.0022172,0.042916591,0.0,0.0,8.0,0.0,0.0,0.0,0.048,1.0,3.039148671903071,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
21,14.0,1.0,0.5229071,0.054492147,0.0,0.0,8.0,0.0,0.0,0.0,0.048,1.0,3.039148671903071,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
22,15.0,0.625,0.0050842,0.060958413,0.0,0.0,8.0,0.0,0.0,0.0,0.091,1.0,2.872905595320056,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
26,20.0,0.923076923,0.0180132,0.015061052,0.0,0.0,6.0,7.0,0.0,0.0,0.077,0.0,3.608694969562842,0.0,0.0,1.0,0.0,0.0,0.0,1,phishing
24,17.0,1.0,5.3e-05,0.042982074,0.0,0.0,12.0,0.0,0.0,0.0,0.042,0.0,3.4548223999466066,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
28,21.0,1.0,0.5229071,0.066744309,0.0,0.0,15.0,0.0,0.0,0.0,0.036,1.0,3.332095398660169,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
29,22.0,1.0,0.0064109,0.068406052,0.0,0.0,16.0,0.0,0.0,0.0,0.034,1.0,3.322179345516666,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
33,26.0,0.631578947,0.0230451,0.054905556,0.0,0.0,18.0,0.0,0.0,0.0,0.091,1.0,3.5944825065194195,0.0,0.0,2.0,0.0,0.0,0.0,0,legitimate
25,18.0,1.0,0.5229071,0.062164929,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,3.2810361125534233,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
36,29.0,1.0,9.54e-05,0.056798719,0.0,0.0,23.0,0.0,0.0,0.0,0.028,1.0,3.814371943179627,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
37,29.0,0.48,0.5229071,0.059401289,0.0,0.0,26.0,0.0,0.0,0.0,0.081,1.0,4.01506101220307,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
32,26.0,0.526315789,0.0326503,0.0452655,0.0,0.0,16.0,2.0,0.0,0.0,0.094,0.0,4.103909910282364,0.0,0.0,1.0,0.0,0.0,0.0,1,phishing
26,18.0,0.571428571,0.001502,0.032795326,0.0,0.0,11.0,4.0,0.0,0.0,0.115,1.0,3.8268748818646365,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
21,14.0,1.0,0.5229071,0.063377153,0.0,0.0,8.0,0.0,0.0,0.0,0.048,1.0,3.182005814760214,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
91,7.0,1.0,0.0129268,0.041482802,0.0,0.0,69.0,7.0,1.0,0.0,0.077,1.0,4.789398340468114,52.0,24.0,0.0,1.0,0.0,0.0,1,phishing
40,32.0,0.607142857,0.5229071,0.035013849,0.0,0.0,16.0,12.0,0.0,0.0,0.125,0.0,4.12728313431329,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
24,17.0,1.0,0.5229071,0.062644799,0.0,0.0,11.0,0.0,0.0,0.0,0.042,1.0,3.4548223999466066,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
35,26.0,0.590909091,0.5229071,0.047810565,0.0,0.0,22.0,2.0,0.0,0.0,0.086,1.0,4.236368983644951,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
23,16.0,0.777777778,0.028555,0.065006937,0.0,0.0,9.0,0.0,0.0,0.0,0.087,1.0,3.2806390622295662,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
32,25.0,1.0,0.5229071,0.068597251,0.0,0.0,19.0,0.0,0.0,0.0,0.031,1.0,3.53287868934203,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
19,13.0,1.0,0.5229071,0.064809075,0.0,0.0,7.0,0.0,0.0,0.0,0.053,0.0,2.8150724101159437,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
19,12.0,1.0,0.0129268,0.05131194,0.0,0.0,6.0,0.0,0.0,0.0,0.053,1.0,2.8553885422075336,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
27,21.0,1.0,0.5229071,0.061914384,0.0,0.0,15.0,0.0,0.0,0.0,0.037,0.0,3.7849418274376414,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
27,21.0,0.583333333,0.0006227,0.039958523,0.0,0.0,14.0,0.0,0.0,0.0,0.074,0.0,3.4632805178108104,0.0,0.0,1.0,0.0,0.0,0.0,1,phishing
32,24.0,0.6,0.001502,0.050001333,0.0,0.0,19.0,2.0,0.0,0.0,0.094,1.0,3.783465189601646,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
24,17.0,1.0,0.5229071,0.058978238,0.0,0.0,11.0,0.0,0.0,0.0,0.042,1.0,3.5724694587701356,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
29,22.0,1.0,0.0141483,0.061103084,0.0,0.0,16.0,0.0,0.0,0.0,0.034,1.0,3.3908054820769813,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
41,33.0,0.482758621,0.001502,0.05160881,0.0,0.0,25.0,3.0,0.0,0.0,0.122,1.0,4.101881223476018,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
140,23.0,1.0,0.5229071,0.037272312,0.0,0.0,99.0,19.0,1.0,0.0,0.1,1.0,5.045564101251392,11.0,97.0,0.0,0.0,0.0,0.0,1,phishing
27,20.0,1.0,0.5229071,0.06627117,0.0,0.0,14.0,0.0,0.0,0.0,0.037,1.0,3.484183719779189,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
27,20.0,0.769230769,0.0100856,0.060261303,0.0,0.0,13.0,0.0,0.0,0.0,0.074,1.0,3.308694969562842,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
24,17.0,1.0,0.5229071,0.062492995,0.0,0.0,11.0,0.0,0.0,0.0,0.042,1.0,3.3815804883091634,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
22,16.0,1.0,0.0001604,0.062467929,0.0,0.0,10.0,0.0,0.0,0.0,0.045,0.0,3.327819531114783,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
34,26.0,0.826086957,0.0129268,0.04598469,0.0,0.0,17.0,6.0,0.0,0.0,0.088,1.0,4.060262039120377,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
24,17.0,1.0,0.5229071,0.074052865,0.0,0.0,11.0,0.0,0.0,0.0,0.042,1.0,3.0574760762899316,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
32,23.0,1.0,0.5229071,0.062301654,0.0,0.0,22.0,0.0,0.0,0.0,0.062,1.0,3.6531071683628116,1.0,0.0,0.0,0.0,0.0,0.0,1,phishing
25,18.0,1.0,0.5229071,0.063532013,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,3.4613201402110083,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
24,18.0,1.0,0.5229071,0.065133791,0.0,0.0,12.0,0.0,0.0,0.0,0.042,0.0,3.5724312513221195,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
19,12.0,1.0,0.0180132,0.048096855,0.0,0.0,6.0,0.0,0.0,0.0,0.053,1.0,2.6887218755408666,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
26,19.0,1.0,0.5229071,0.064599296,0.0,0.0,13.0,0.0,0.0,0.0,0.038,1.0,3.4713544870139286,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
36,12.0,1.0,0.0001819,0.042140183,0.0,0.0,21.0,4.0,0.0,0.0,0.083,1.0,4.2541956501507805,17.0,0.0,0.0,0.0,0.0,0.0,1,phishing
21,14.0,1.0,0.0799628,0.058046018,0.0,0.0,8.0,0.0,0.0,0.0,0.048,1.0,3.3248629576173565,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
30,22.0,0.444444444,0.001502,0.040628727,0.0,0.0,18.0,1.0,0.0,0.0,0.1,1.0,3.7950885863977324,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
30,24.0,1.0,0.5229071,0.060811307,0.0,0.0,18.0,0.0,0.0,0.0,0.033,0.0,3.4387218755408675,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
35,28.0,0.857142857,0.0094423,0.057284654,0.0,0.0,21.0,0.0,0.0,0.0,0.057,1.0,3.7979026896829473,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
25,18.0,1.0,0.5229071,0.070239275,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,3.4613201402110083,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
17,10.0,1.0,0.0015361,0.033447415,0.0,0.0,4.0,0.0,0.0,0.0,0.059,1.0,2.4464393446710155,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
24,17.0,1.0,0.5229071,0.071746922,0.0,0.0,11.0,0.0,0.0,0.0,0.042,1.0,3.3371753411230767,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
25,18.0,1.0,0.0799628,0.069403421,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,3.350209029099897,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
25,18.0,1.0,0.0059772,0.057415787,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,3.4613201402110083,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
20,13.0,1.0,0.0005524,0.048970194,0.0,0.0,7.0,0.0,0.0,0.0,0.05,1.0,2.7192945256669794,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
30,24.0,0.5625,0.0799628,0.051875492,0.0,0.0,17.0,0.0,0.0,0.0,0.067,0.0,3.7406015629507228,0.0,0.0,1.0,0.0,0.0,0.0,1,phishing
23,17.0,1.0,0.5229071,0.057462154,0.0,0.0,11.0,0.0,0.0,0.0,0.043,0.0,3.3371753411230767,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
22,15.0,1.0,0.5229071,0.065891816,0.0,0.0,9.0,0.0,0.0,0.0,0.045,1.0,2.9735572622751856,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
20,14.0,1.0,0.0326503,0.061197443,0.0,0.0,8.0,0.0,0.0,0.0,0.05,0.0,2.753434386188785,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
26,20.0,0.923076923,0.0180132,0.014753016,0.0,0.0,6.0,7.0,0.0,0.0,0.077,0.0,3.6464393446710153,0.0,0.0,1.0,0.0,0.0,0.0,1,phishing
26,17.0,0.769230769,0.001502,0.047984494,0.0,0.0,15.0,0.0,0.0,0.0,0.115,1.0,3.4193819456463714,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
28,21.0,1.0,0.5229071,0.064890904,0.0,0.0,15.0,0.0,0.0,0.0,0.036,1.0,3.4992275417233563,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
34,27.0,1.0,0.0101825,0.069115313,0.0,0.0,21.0,0.0,0.0,0.0,0.029,1.0,3.457867131472585,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
23,16.0,1.0,0.5229071,0.050478879,0.0,0.0,9.0,1.0,0.0,0.0,0.043,1.0,3.577819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
92,16.0,0.916666667,0.5229071,0.025063426,1.0,0.098,35.0,39.0,0.0,3.0,0.109,1.0,4.72649104862116,68.0,0.0,1.0,0.0,0.0,0.0,1,phishing
34,27.0,1.0,0.5229071,0.061070397,0.0,0.0,21.0,0.0,0.0,0.0,0.029,1.0,3.661932872373583,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
26,19.0,1.0,0.5229071,0.058311271,0.0,0.0,13.0,0.0,0.0,0.0,0.038,1.0,3.576617644908665,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
36,28.0,0.541666667,0.5229071,0.056885502,0.0,0.0,25.0,1.0,0.0,0.0,0.056,1.0,4.021268494903765,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
26,19.0,1.0,0.5229071,0.069816862,0.0,0.0,13.0,0.0,0.0,0.0,0.038,1.0,3.0503018554349817,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
15,8.0,1.0,0.0017496,0.034559565,0.0,0.0,7.0,0.0,0.0,0.0,0.067,0.0,3.169925001442312,1.0,0.0,0.0,0.0,0.0,0.0,1,phishing
51,45.0,0.297297297,0.5229071,0.05639785,0.0,0.0,33.0,1.0,0.0,0.0,0.118,0.0,4.047548241669876,0.0,0.0,2.0,0.0,0.0,0.0,1,phishing
27,20.0,1.0,0.0799628,0.060847774,0.0,0.0,14.0,0.0,0.0,0.0,0.037,1.0,3.584183719779189,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
19,12.0,1.0,0.5229071,0.062819271,0.0,0.0,6.0,0.0,0.0,0.0,0.053,1.0,2.6887218755408666,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
31,24.0,1.0,0.5229071,0.063778944,0.0,0.0,18.0,0.0,0.0,0.0,0.032,1.0,3.5383201891060003,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
34,25.0,0.80952381,0.5229071,0.044095497,0.0,0.0,16.0,6.0,0.0,0.0,0.118,1.0,4.103909910282364,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
22,15.0,0.625,0.0100856,0.062284949,0.0,0.0,8.0,0.0,0.0,0.0,0.091,1.0,3.1395722619867223,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
19,12.0,1.0,0.0009815,0.03684609,0.0,0.0,6.0,0.0,0.0,0.0,0.053,1.0,2.5220552088742,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
25,18.0,1.0,0.0069695,0.045474226,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,3.2390979179887864,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
64,25.0,0.6,0.0006227,0.028541331,0.0,0.0,33.0,16.0,1.0,0.0,0.125,0.0,4.924566549062684,12.0,19.0,1.0,0.0,0.0,0.0,1,phishing
55,47.0,0.227272727,0.0059772,0.036352669,0.0,0.0,22.0,18.0,0.0,0.0,0.127,1.0,4.021842042798749,0.0,0.0,2.0,0.0,0.0,0.0,1,phishing
24,17.0,1.0,0.0022943,0.057883109,0.0,0.0,11.0,0.0,0.0,0.0,0.042,1.0,3.3371753411230767,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
24,17.0,1.0,0.5229071,0.062169499,0.0,0.0,11.0,0.0,0.0,0.0,0.042,1.0,3.4548223999466066,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
28,21.0,1.0,0.0799628,0.067909274,0.0,0.0,15.0,0.0,0.0,0.0,0.036,1.0,3.4632805178108104,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
34,27.0,1.0,0.5229071,0.063779783,0.0,0.0,21.0,0.0,0.0,0.0,0.029,1.0,3.8561962982193796,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
27,20.0,0.538461538,0.0141483,0.055437841,0.0,0.0,12.0,0.0,0.0,0.0,0.111,1.0,3.5464393446710156,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
40,33.0,1.0,0.5229071,0.065534568,0.0,0.0,27.0,0.0,0.0,0.0,0.025,1.0,3.945464952495108,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
28,21.0,1.0,0.5229071,0.067312522,0.0,0.0,15.0,0.0,0.0,0.0,0.036,1.0,3.5585186130489053,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
54,46.0,0.214285714,0.0009613,0.056210107,0.0,0.0,40.0,0.0,0.0,0.0,0.111,1.0,4.189930011519816,1.0,0.0,2.0,0.0,0.0,0.0,1,phishing
42,34.0,0.566666667,0.5229071,0.04904495,0.0,0.0,24.0,6.0,0.0,0.0,0.095,1.0,4.183014003266002,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
18,11.0,1.0,0.5229071,0.064067302,0.0,0.0,5.0,0.0,0.0,0.0,0.056,1.0,2.8453509366224363,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
26,20.0,0.923076923,0.0180132,0.019862182,0.0,0.0,6.0,7.0,0.0,0.0,0.077,0.0,3.6464393446710153,0.0,0.0,1.0,0.0,0.0,0.0,1,phishing
45,37.0,0.909090909,0.001502,0.024818844,0.0,0.0,16.0,19.0,0.0,0.0,0.044,1.0,4.273728829005326,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
30,23.0,1.0,0.5229071,0.058409715,0.0,0.0,17.0,0.0,0.0,0.0,0.033,1.0,3.8492239123906247,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
33,26.0,0.684210526,0.0100856,0.056433177,0.0,0.0,18.0,0.0,0.0,0.0,0.091,1.0,3.5654483718208247,0.0,0.0,2.0,0.0,0.0,0.0,0,legitimate
25,18.0,1.0,0.0326503,0.056799213,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,3.197159723424149,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
48,39.0,0.666666667,0.0059772,0.065147399,0.0,0.0,36.0,0.0,0.0,0.0,0.083,1.0,3.706198332810095,1.0,0.0,2.0,0.0,0.0,0.0,1,phishing
19,13.0,1.0,0.0002256,0.058236006,0.0,0.0,7.0,0.0,0.0,0.0,0.053,0.0,3.0269868333592873,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
20,13.0,0.666666667,0.0230451,0.043406417,0.0,0.0,6.0,0.0,0.0,0.0,0.1,1.0,2.9689185639620974,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
24,17.0,0.666666667,0.0115013,0.057033392,0.0,0.0,10.0,0.0,0.0,0.0,0.083,1.0,3.2927701939369904,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
20,13.0,1.0,0.5229071,0.059480699,0.0,0.0,7.0,0.0,0.0,0.0,0.05,1.0,3.180832987205441,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
34,27.0,1.0,0.5229071,0.071742472,0.0,0.0,21.0,0.0,0.0,0.0,0.029,1.0,3.606015279620733,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
26,17.0,0.692307692,0.5229071,0.052526197,0.0,0.0,15.0,0.0,0.0,0.0,0.115,1.0,3.94770277922009,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
28,21.0,1.0,0.0003175,0.063425606,0.0,0.0,15.0,0.0,0.0,0.0,0.036,1.0,3.5585186130489053,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
22,15.0,1.0,0.0799628,0.064879171,0.0,0.0,9.0,0.0,0.0,0.0,0.045,1.0,3.1898980954642875,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
26,19.0,1.0,0.5229071,0.063101078,0.0,0.0,13.0,0.0,0.0,0.0,0.038,1.0,3.4713544870139286,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
26,19.0,1.0,0.5229071,0.066779325,0.0,0.0,13.0,0.0,0.0,0.0,0.038,1.0,3.3263604079526936,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
31,24.0,0.4375,0.5229071,0.062485378,0.0,0.0,16.0,0.0,0.0,0.0,0.097,1.0,3.4072682296173893,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
36,27.0,0.565217391,0.5229071,0.052693704,0.0,0.0,22.0,1.0,0.0,0.0,0.139,1.0,4.066108939837481,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
71,39.0,0.35483871,0.5229071,0.04952595,0.0,0.0,47.0,1.0,0.0,0.0,0.155,1.0,4.397505519764513,24.0,0.0,4.0,0.0,0.0,0.0,1,phishing
21,14.0,1.0,0.0326503,0.066450657,0.0,0.0,8.0,0.0,0.0,0.0,0.048,1.0,3.039148671903071,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
47,41.0,0.235294118,0.0003477,0.026887608,0.0,0.0,18.0,17.0,0.0,0.0,0.021,0.0,3.9245059679799503,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
30,23.0,1.0,0.5229071,0.061643425,0.0,0.0,17.0,0.0,0.0,0.0,0.033,1.0,3.7950885863977324,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
20,13.0,0.444444444,0.0,0.001223339,0.0,0.0,0.0,10.0,0.0,0.0,0.15,0.0,2.8423709931771084,1.0,0.0,2.0,0.0,1.0,0.0,1,phishing
88,7.0,1.0,0.0129268,0.03505375,0.0,0.0,66.0,9.0,0.0,0.0,0.057,1.0,4.76700938046169,74.0,0.0,0.0,1.0,0.0,0.0,1,phishing
30,23.0,1.0,0.0326503,0.057121325,0.0,0.0,17.0,0.0,0.0,0.0,0.033,1.0,3.4144413036949723,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
22,15.0,0.571428571,0.0115013,0.065031175,0.0,0.0,8.0,0.0,0.0,0.0,0.091,1.0,3.1395722619867223,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
21,15.0,1.0,0.5229071,0.06755089,0.0,0.0,9.0,0.0,0.0,0.0,0.048,0.0,3.3232314287976203,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
24,17.0,1.0,0.5229071,0.061359744,0.0,0.0,11.0,0.0,0.0,0.0,0.042,1.0,3.4548223999466066,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
20,13.0,1.0,0.5229071,0.054583442,0.0,0.0,5.0,2.0,0.0,0.0,0.05,1.0,2.7192945256669794,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
45,39.0,0.35483871,0.5229071,0.056327796,0.0,0.0,27.0,1.0,0.0,0.0,0.133,0.0,4.057855988582063,0.0,0.0,2.0,0.0,0.0,0.0,1,phishing
21,14.0,0.571428571,0.028555,0.053115594,0.0,0.0,7.0,0.0,0.0,0.0,0.095,1.0,2.8423709931771084,0.0,0.0,1.0,0.0,0.0,0.0,0,legitimate
30,23.0,1.0,0.5229071,0.068315649,0.0,0.0,17.0,0.0,0.0,0.0,0.033,1.0,3.501397825434103,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
34,27.0,1.0,0.5229071,0.060245422,0.0,0.0,21.0,0.0,0.0,0.0,0.029,1.0,3.754163427768882,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
20,13.0,1.0,0.0326503,0.040287863,0.0,0.0,7.0,0.0,0.0,0.0,0.05,1.0,2.623516641218015,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
29,23.0,1.0,0.5229071,0.064862982,0.0,0.0,17.0,0.0,0.0,0.0,0.034,0.0,3.4357554339416274,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
21,15.0,1.0,0.0001858,0.054668153,0.0,0.0,9.0,0.0,0.0,0.0,0.048,0.0,3.1068905956085184,0.0,0.0,0.0,0.0,0.0,0.0,1,phishing
17,10.0,1.0,0.0004547,0.017022556,0.0,0.0,1.0,3.0,0.0,0.0,0.059,1.0,2.6464393446710153,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
23,16.0,1.0,0.0001048,0.056187587,0.0,0.0,10.0,0.0,0.0,0.0,0.043,1.0,3.452819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
30,23.0,0.625,0.0326503,0.053477176,0.0,0.0,16.0,0.0,0.0,0.0,0.067,1.0,3.0666152167384504,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
46,39.0,1.0,0.0799628,0.066483893,0.0,0.0,33.0,0.0,0.0,0.0,0.022,1.0,3.7695197706888193,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
25,18.0,1.0,0.0082003,0.051314723,0.0,0.0,12.0,0.0,0.0,0.0,0.04,1.0,3.4613201402110083,0.0,0.0,0.0,0.0,0.0,0.0,0,legitimate
35,26.0,0.590909091,0.5229071,0.048629496,0.0,0.0,22.0,2.0,0.0,0.0,0.086,1.0,4.106377316818027,1.0,0.0,1.0,0.0,0.0,0.0,1,phishing
